WorkRef,VISTAPublisher,PublicationDate,WorkAlert,ExcludedFromConfirmation,ConfirmationRestrictionAdded,ConfirmationNotes,WorkStatus,Imprint,CommissioningEditor,ISBN,ProductType,EditionTarget,Binding,Format,EditionVISTAProdType,EditionPriceSynchronisationTemplate,EditionExtent,EditionEmbargoedUntil
56663,Fic Non Fic Pic,8/7/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529045321,Book,Main Market Ed.,Hardback,Other,Hardback,,64,
57224,Presch Brand&Cl,8/7/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529051469,Book,Main Market Ed.,Paperback,250 x 250,Paperback,,32,
1188,Gen Non-Fiction,8/7/2033,,No,No,,Acquired,Pan,Pan Editor,9781529047790,Book,Main Market Ed.,Paperback,B Format,Paperback,,560,
52428,Tor,8/7/2033,,No,No,,Acquired,Tor,Tor Editor,9781509822997,EBook,Ebook,,epub,E-Books,Fiction High,608,
55599,Mantle,22/7/2033,,No,No,,Acquired,Mantle,Mantle Editor,9781529014891,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
56763,Tor,22/7/2033,,No,No,,Acquired,Mantle,Mantle Editor,9781529043419,EBook,Ebook,,epub,Dig Ed Adobe,Fiction High,416,
54861,Tor,22/7/2033,,No,No,,Acquired,Pan,Pan Editor,9781509896516,EBook,Ebook,,epub,E-Books,Fiction Low,480,
13592,Presch Brand&Cl,22/7/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529068931,Book,Main Market Ed.,Paperback,Other,Novelty,,24,
57303,Picador,22/7/2033,,No,No,,Acquired,Picador,Picador Editor,9781529053562,EBook,Ebook,,epub,E-Books,Fiction Low,224,
6836,Presch Brand&Cl,22/7/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529068962,Book,Main Market Ed.,Paperback,Other,Novelty,,24,
57171,Presch Brand&Cl,22/7/2033,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781529052442,Book,Main Market Ed.,Board Book,180 x 180,Novelty,,10,
57172,Presch Brand&Cl,22/7/2033,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781529052435,Book,Main Market Ed.,Board Book,180 x 180,Novelty,,10,
55599,Mantle,22/7/2033,,No,No,,Acquired,Mantle,Mantle Editor,9781529014860,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,368,
54714,Two Hoots,22/7/2033,,No,No,,Acquired,Two Hoots,Two Hoots Editor,9781509889839,Book,Main Market Ed.,Paperback,Other,Paperback,,32,
C102079093610,Tor,22/7/2033,,No,No,,Acquired,Tor,Tor Editor,9781529050356,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
57303,Picador,22/7/2033,,No,No,,Acquired,Picador,Picador Editor,9781529055221,Book,Aus. N.Z.,Trade Paperback,Royal,Trade PB,,224,
7896,Presch Brand&Cl,22/7/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529068924,Book,Main Market Ed.,Paperback,Other,Novelty,,24,
53340,Picador,22/7/2033,,No,No,,Acquired,Picador,Picador Editor,9781509845460,EBook,Ebook,,epub,E-Books,Non-Fiction High,320,
7895,Presch Brand&Cl,22/7/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529068948,Book,Main Market Ed.,Paperback,Other,Novelty,,24,
55599,Mantle,22/7/2033,,No,No,,Acquired,Mantle,Mantle Editor,9781529014853,Book,Main Market Ed.,Hardback,Royal,Hardback,,368,
C102656164427,Tor,22/7/2033,,No,No,,Acquired,Tor,Tor Editor,9781529050394,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
8921,Presch Brand&Cl,22/7/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529068979,Book,Main Market Ed.,Paperback,Other,Novelty,,24,
57303,Picador,22/7/2033,,No,No,,Acquired,Picador,Picador Editor,9781529053579,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
56763,Tor,22/7/2033,,No,No,,Acquired,Mantle,Mantle Editor,9781529043426,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
57935,Picador,22/7/2033,,No,No,,Acquired,Picador,Picador Editor,9781529069488,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,256,
C102079094337,Tor,22/7/2033,,No,No,,Acquired,Tor,Tor Editor,9781529050370,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
19040,Presch Brand&Cl,22/7/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529068955,Book,Main Market Ed.,Paperback,Other,Novelty,,24,
55599,Mantle,22/7/2033,,No,No,,Acquired,Mantle,Mantle Editor,9781529014884,EBook,Ebook,,epub,Dig Ed Adobe,Fiction High,336,
53568,Picador,22/7/2033,,Yes,No,,Acquired,Picador,Picador Editor,9781509867424,EBook,Ebook,,epub,E-Books,Non-Fiction High,352,
C102656164427,Tor,22/7/2033,,No,No,,Acquired,Tor,Tor Editor,9781529050387,Book,Main Market Ed.,Paperback,B Format,Paperback,,640,
C102079094337,Tor,27/7/2033,,No,No,,Acquired,Tor,Tor Editor,9781529050363,Book,Main Market Ed.,Paperback,B Format,Paperback,,720,
C102079093610,Tor,27/7/2033,,No,No,,Acquired,Tor,Tor Editor,9781529050349,Book,Main Market Ed.,Paperback,B Format,Paperback,,720,
63067,Priddy Books,3/8/2033,,No,No,,No Head Contract Required,Priddy Books,Priddy Books Editor,9781838991302,Book,Main Market Ed.,Board Book,Other,Hardback,,8,
58110,Picador,5/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529074451,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,400,
54861,Tor,5/8/2033,,No,No,,Acquired,Pan,Pan Editor,9781509896493,Book,Main Market Ed.,Paperback,B Format,Paperback,,496,
C102582105748,Fic Non Fic Pic,5/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529037784,Book,Main Market Ed.,Paperback,280 x 224,Paperback,,,
55998,Picador,5/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529026238,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
54003,Bluebird,5/8/2033,,No,No,,Acquired,Bluebird,Bluebird Editor,9781509864522,Book,Main Market Ed.,Paperback,B Format,Paperback,,320,
C100721154253,Tor,5/8/2033,,No,No,,Acquired,Pan,Pan Editor,9781509868650,Book,Main Market Ed.,Paperback,B Format,Paperback,,,
55279,Gen Non-Fiction,5/8/2033,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529008418,Book,Main Market Ed.,Hardback,Royal,Hardback,,240,
55734,Collectors Lib,5/8/2033,,No,No,,No Head Contract Required,Macmillan Collector's Library,,9781529070859,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
C100720172310,Tor,5/8/2033,,No,No,,Acquired,Pan,Pan Editor,9781509868636,Book,New Edit/Cover,Paperback,B Format,Paperback,,672,
56717,Picador,5/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529045277,EBook,Ebook,,epub,Dig Ed Adobe,Fiction Low,144,
54797,Fic Non Fic Pic,5/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781509893720,Book,Main Market Ed.,Board Book,180 x 180,Hardback,,24,
55735,Collectors Lib,5/8/2033,,No,No,,No Head Contract Required,Macmillan Collector's Library,,9781529070842,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
C102582113420,Fic Non Fic Pic,5/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529052527,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB Low,,
57170,Presch Brand&Cl,5/8/2033,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781529060645,Book,Main Market Ed.,Board Book,180 x 180,Novelty,,10,
C103667111221,Mantle,5/8/2033,,No,No,,Acquired,Pan,Pan Editor,9781529065633,Book,New Edit/Cover,Paperback,B Format,Paperback,,464,
55925,Picador,5/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529033533,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,,
54003,Bluebird,5/8/2033,,No,No,,Acquired,Bluebird,Bluebird Editor,9781509864539,EBook,Ebook,,epub,E-Books,Non-Fiction Low,320,
57261,Presch Brand&Cl,5/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529048360,Book,Main Market Ed.,Board Book,180 x 180,Hardback,,8,
54797,Fic Non Fic Pic,5/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529008517,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB Low,24,
C100724174446,Tor,5/8/2033,,No,No,,Acquired,Pan,Pan Editor,9781509868667,Book,Main Market Ed.,Paperback,B Format,Paperback,,752,
53249,Picador,5/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781509843879,Book,Main Market Ed.,Paperback,B Format,Paperback,,496,
53327,Fic Non Fic Pic,5/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781509843596,Book,Main Market Ed.,Paperback,280 x 224,Paperback,,32,
56699,Picador,5/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529041460,Book,Main Market Ed.,Paperback,B Format,Paperback,,256,
55998,Picador,5/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529026221,EBook,Ebook,,epub,Dig Ed Adobe,Non-Fiction High,18,
56717,Picador,5/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529045260,Book,Main Market Ed.,Trade Paperback,Royal,Paperback,,144,
56361,Picador,5/8/2033,,Yes,No,,Acquired,Picador,Picador Editor,9781529033816,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
C103667121730,Mantle,5/8/2033,,No,No,,Acquired,Pan,Pan Editor,9781529065626,Book,Main Market Ed.,Paperback,B Format,Paperback,,512,
1382,Pan/Sidgwick NF,5/8/2033,,No,No,,Acquired,Pan,,9781529088212,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
55279,Gen Non-Fiction,5/8/2033,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529008425,EBook,Ebook,,epub,Dig Ed Adobe,Non-Fiction Low,320,
57263,Presch Brand&Cl,5/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529048384,Book,Main Market Ed.,Board Book,180 x 180,Hardback,,8,
58110,Picador,5/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529074420,Book,Main Market Ed.,Hardback,Royal,Hardback,,400,
55556,Fic Non Fic Pic,5/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529012767,Book,Main Market Ed.,Paperback,260 x 260,Paperback,,32,
55556,Fic Non Fic Pic,5/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529052145,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB Low,32,
57169,Presch Brand&Cl,5/8/2033,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781529060652,Book,Main Market Ed.,Board Book,180 x 180,Novelty,,10,
54370,Picador,5/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781509891559,Book,Main Market Ed.,Paperback,Flapped B Format,Paperback,,240,
C102582113420,Fic Non Fic Pic,5/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9780230754607,Book,Main Market Ed.,Paperback,Other,Paperback,,,
53327,Fic Non Fic Pic,6/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529037050,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
55279,Gen Non-Fiction,12/8/2033,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529008432,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
63057,Priddy Books,17/8/2033,,No,No,,No Head Contract Required,Priddy Books,Priddy Books Editor,9781838991197,Book,Main Market Ed.,Board Book,Other,Hardback,,14,
63037,Priddy Books,17/8/2033,,No,No,,No Head Contract Required,Priddy Books,Priddy Books Editor,9781838991012,Book,Main Market Ed.,Board Book,Other,Hardback,,10,
63066,Priddy Books,17/8/2033,,No,No,,No Head Contract Required,Priddy Books,Priddy Books Editor,9781838991296,Book,Main Market Ed.,Board Book,Other,Hardback,,10,
57847,Picador,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529069457,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
57935,Picador,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529069501,EBook,Ebook,,epub,E-Books,Fiction High,256,
56669,Picador,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529042276,EBook,Ebook,,epub,Dig Ed Adobe,Fiction High,176,
58089,Gen Non-Fiction,19/8/2033,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529073287,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
56645,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529037876,Book,Main Market Ed.,Paperback,B Format,Paperback,,256,
55544,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529013405,EBook,Ebook,,epub,Dig Ed Adobe,MCB High,288,
57165,Presch Brand&Cl,19/8/2033,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781529062618,Book,Main Market Ed.,Board Book,180 x 180,Novelty,,10,
57641,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529065282,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB High,176,
57640,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529065275,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB High,176,
C103555112129,Mantle,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529043938,Book,New Edit/Cover,Paperback,B Format,Paperback,,272,
57643,Presch Brand&Cl,19/8/2033,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781529062601,Book,Main Market Ed.,Board Book,180 x 180,Novelty,,10,
56669,Picador,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529042269,Book,Main Market Ed.,Hardback,Demy,Hardback,,192,
50935,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781509804214,Book,Main Market Ed.,Paperback,280 x 250,Paperback,,32,
52048,Two Hoots,19/8/2033,,No,No,,Acquired,Two Hoots,,9781529092554,EBook,Ebook,,"EPUB3, Fixed",E-Books,Standard Ebook,32,
C103730163405,Mantle,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529043983,Book,New Edit/Cover,Paperback,B Format,Paperback,,288,
56712,Mantle,19/8/2033,,No,No,,Acquired,Pan,Pan Editor,9781529040425,Book,Main Market Ed.,Paperback,B Format,Paperback,,320,
56604,Mantle,19/8/2033,,No,No,,Acquired,Mantle,Mantle Editor,9781529036213,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
57862,Macmillan Bus,19/8/2033,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529077469,Book,INDIA,Trade Paperback,Royal,Trade PB,,272,
56604,Mantle,19/8/2033,,No,No,,Acquired,Mantle,Mantle Editor,9781529036183,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,384,
C103555103702,Mantle,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529043921,Book,New Edit/Cover,Paperback,B Format,Paperback,,288,
53309,Two Hoots,19/8/2033,,No,No,,Acquired,Two Hoots,,9781529092509,EBook,Ebook,,"EPUB3, Fixed",E-Books,Standard Ebook,32,
56645,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529037883,EBook,Ebook,,epub,Dig Ed Adobe,MCB High,320,
57862,Macmillan Bus,19/8/2033,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529066432,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,272,
50936,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529057973,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB Low,32,
58089,Gen Non-Fiction,19/8/2033,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529073270,EBook,Ebook,,epub,E-Books,Non-Fiction High,304,
56604,Mantle,19/8/2033,,No,No,,Acquired,Mantle,Mantle Editor,9781529036206,EBook,Ebook,,epub,Dig Ed Adobe,Fiction High,448,
50936,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781509804221,Book,Main Market Ed.,Hardback,280 x 250,Hardback,,32,
57640,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529065268,Book,Main Market Ed.,Paperback,B Format,Paperback,,272,
57641,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529065299,Book,Main Market Ed.,Paperback,B Format,Paperback,,288,
57935,Picador,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529069518,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
53310,Two Hoots,19/8/2033,,No,No,,Acquired,Two Hoots,,9781529092516,EBook,Ebook,,"EPUB3, Fixed",E-Books,Standard Ebook,32,
52939,Two Hoots,19/8/2033,,No,No,,Acquired,Two Hoots,,9781529092547,EBook,Ebook,,"EPUB3, Fixed",E-Books,Standard Ebook,32,
56604,Mantle,19/8/2033,,No,No,,Acquired,Mantle,Mantle Editor,9781529036176,Book,Main Market Ed.,Hardback,Demy,Hardback,,384,
C103730153129,Mantle,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529043976,Book,New Edit/Cover,Paperback,B Format,Paperback,,288,
C103550115550,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529076394,Book,New Edit/Cover,Paperback,B Format,Paperback,,368,
54715,Two Hoots,19/8/2033,,No,No,,Acquired,Two Hoots,,9781529092530,EBook,Ebook,,"EPUB3, Fixed",E-Books,Standard Ebook,32,
55798,Picador,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529020588,Book,Main Market Ed.,Paperback,Royal,Paperback,,1008,
52925,Two Hoots,19/8/2033,,No,No,,Acquired,Two Hoots,,9781529092523,EBook,Ebook,,"EPUB3, Fixed",E-Books,Standard Ebook,,
55544,Fic Non Fic Pic,19/8/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529013399,Book,Main Market Ed.,Paperback,B Format,Paperback,,288,
56669,Picador,19/8/2033,,No,No,,Acquired,Picador,Picador Editor,9781529042283,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
63122,Priddy Books,24/8/2033,,No,No,,No Head Contract Required,Priddy Books,Priddy Books Editor,9781838991937,Book,Main Market Ed.,Trade Paperback,Other,Paperback,,320,
57588,Picador,2/9/2033,,No,No,,Acquired,Picador,Picador Editor,9781529059502,Book,Main Market Ed.,Trade Paperback,S format,Trade PB,,96,
57862,Macmillan Bus,2/9/2033,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529066449,EBook,Ebook,,epub,E-Books,Non-Fiction High,320,
55392,Presch Brand&Cl,2/9/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529014938,Book,Main Market Ed.,Paperback,Other,Paperback,,40,
C102697153405,Presch Brand&Cl,2/9/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529051803,Book,New Edit/Cover,Board Book,Other,Hardback,,14,
55655,Tor,2/9/2033,,No,No,,Acquired,Tor,Tor Editor,9781529016222,Book,Main Market Ed.,Hardback,Royal,Hardback,,464,
C101458153105,Picador,2/9/2033,,No,No,,Acquired,Picador,Picador Editor,9781509896714,EBook,Ebook,,epub,E-Books,Non-Fiction High,352,
54764,Picador,2/9/2033,,No,No,,Acquired,Picador,Picador Editor,9781509896981,Book,Main Market Ed.,Paperback,B Format,Paperback,,400,
53740,Fic Non Fic Pic,2/9/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781509860333,EBook,Ebook,,epub,E-Books,MCB Low,320,
57812,Bluebird,2/9/2033,,No,No,,Acquired,Bluebird,Bluebird Editor,9781529064148,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,256,
56377,Picador,2/9/2033,,No,No,,Acquired,Picador,Picador Editor,9781529037272,Book,Main Market Ed.,Paperback,B Format,Paperback,,304,
6442,Tor,2/9/2033,,No,No,,Acquired,Pan,Pan Editor,9781529059236,Book,Main Market Ed.,Paperback,B Format,Paperback,,816,
57862,Macmillan Bus,2/9/2033,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529066425,Book,Main Market Ed.,Hardback,Royal,Hardback,,272,
58077,Gen Non-Fiction,2/9/2033,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529073409,Book,Main Market Ed.,Hardback,Royal,Hardback,,320,
57601,Bluebird,2/9/2033,,No,No,,Acquired,Bluebird,Bluebird Editor,9781529059816,Book,Main Market Ed.,Hardback,Royal,Hardback,,304,
57812,Bluebird,2/9/2033,,No,No,,Acquired,Bluebird,Bluebird Editor,9781529064162,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
56780,Fic Non Fic Pic,2/9/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529076400,Book,Open Market,Paperback,B Format,Paperback,,384,
53698,Picador,2/9/2033,,No,No,,Acquired,Picador,Picador Editor,9781509858736,Book,Main Market Ed.,Paperback,B Format,Paperback,,544,
54768,Gen Non-Fiction,2/9/2033,,No,No,,Acquired,Pan,Pan Editor,9781509896868,Book,Main Market Ed.,Paperback,B Format,Paperback,,384,
56404,Bluebird,2/9/2033,,Yes,No,,Acquired,Bluebird,Bluebird Editor,9781529035001,Book,Main Market Ed.,Hardback,Other,Hardback,,272,
57812,Bluebird,2/9/2033,,No,No,,Acquired,Bluebird,Bluebird Editor,9781529064131,Book,Main Market Ed.,Hardback,Royal,Hardback,,256,
56780,Fic Non Fic Pic,2/9/2033,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529040548,EBook,Ebook,,"EPUB3, Fixed",Dig Ed Adobe,MCB Low,384,
